product,symptom,cause
N-RV5/RV5-U,パターンが32個以上作れない,"FW:Ver2.0.19以上にすることで、256パターンまで作成可能
添付ファイル：Ver2.0.21まで入れてます"
N-RV5/RV5-U,N-RV5ライブ映像および再生映像が表示されない場合がある,"【対処方法】＊下記リンクから確認下さい（アフターサービス情報URL）
（　https://www.toa-products.com/ttws/service_information/detail/1/592　）"
N-RV3,インストールディスク,S/N: ZM5L6-TF3CA-RLZUD-77NMV-N37CE
N-RV3,ファイアウォールによる障害,"N-RV3やN-SD2000、DRNET等のソフトで映像が出ない症状が発生した場合や
スキャンをしてもデジレコが見つからない場合は添付内容を確認してください。
 
■コントロールパネル
■システムとセキュリティー
■Windowsファイアウォールによるプログラムの許可
■N-RV3の項目を確認し、?が入っているか。＊?がない場合は?を入れてください。
 
ネットワークの設備に更新が進んでると思います。今後もソフトによっては上記のような
内容が発生することが多いと思いますので、症状が発生した場合は該当ソフトの
チェックを確認してください。
 
＊取説には情報有りません"
N-RV3,ネットワークレコーダーを入れ替えるとリモートビュワーが動作しなくなる,"Q.ネットワークレコーダーを入れ替えるとリモートビュワーが動作しなくなる。リモートビュワー側のPCのIPアドレスを再登録することで、動作可能となった。
A.ネットワークレコーダーの３年以上前のソフトウェア（Ver.1.0.9）では上記のような状態となるが、それ以降のソフトウェアでは再登録しなくても動作する。"
N-RV3,レコーダーの使用が前提です,"●リモートビューアーを使用する前に、接続するネットワークレコーダーの設定を
行ってください。ネットワークレコーダーの設定が完了していないと、リモート
ビューアーから接続することができません。

●Netcansee シリーズのカメラをご使用の場合、ファームウェアのアップデートを
行ってください。
ネットワークカメラのファームウェアがバージョン 7.51 以前の場合、リモートビューアー
を使用する前に、最新のファームウェアにアップデートする必要があります。
ファームウェアのアップデートは、ネットワークレコーダーから行うことができます。
詳細はネットワークレコーダーの取扱説明書をご覧ください。

※以下の品番については、ファームウェアがバージョン 5.50 以前の場合、アップデート
の対象となります。
N-CC2360、N-CC2561、N-CC2571、N-VT2010（ハードウェアがバージョン 2 または 3）

●取扱説明書について
リモートビューアー付属 CD には、リモートビューアーの取扱説明書（PDF 形式）を同梱
しています。PDF 閲覧ソフトがインストールされた PC でお読みください。

●使用上のご注意

●リモートビューアーは、ネットワークレコーダー N-R3 シリーズと接続して使用する専
用のソフトウェアです。他の機器には使用できません。

●モニターは 1280 × 1024 以上の解像度が表示できるものを使用してください。それ以
下の解像度についてはサポートされていません。

●PC の起動中にモニターケーブルの抜き差しを行うと、映像が正しく表示できない場合
があります。このような場合、PC を再起動してください。"
N-R516, admin/user のパスワードを忘れた時の措置,"■ admin のパスワードを忘れた場合
 マスタービューアーのログイン画面で、ユーザー名：resetadminpwd , パスワード：toa6809 を入力すると、
 admin のパスワードが初期パスワード（guest）にリセットされます。
注意
 上記のユーザー名およびパスワードはユーザーに公表しないこと。
 【操作手順】
 1. マスタービューア画面右上の「ログイン」ボタンをクリックする。
 マスタービューアのログイン画面が表示されます。
 2. ユーザー名：resetadminpwd , パスワード：toa6809 を入力します。
 3. 「ログイン」をクリックする。
　　 「ユーザー名、パスワードが違うため、ログインできません。」の画面が表示されます。
　　 admin のパスワードが初期パスワードにリセットされます。
 4. 「OK」をクリックします。
　　 マスタービューアのログイン画面に戻ります。
 5. 初期パスワードでログインしてください。
　 ユーザー名：admin パスワード：guest
 注意
 操作権限が管理者レベルのため、不特定ユーザーに使用されないよう、必ずパスワードを変更して運用
してください。
 パスワードの変更方法は、取扱説明書 操作・設定編 P. 2-44「ユーザーを登録する」を参照してください。"
N-R516,N-R5シリーズでNECモニターを使用した場合の映像が出ない設定方法,添付ファイル参照
N-R516,カメラ名称が入力できない,マザーボードの不具合
N-R516,特定のロットで電源投入時に正常に起動しないことがある,"ネットワークレコーダーの特定のロットで、電源投入時に正常に起動しないことがあるという不具合が発生した場合の対処法
【対象品番】
　N-R516-4 ： ネットワークレコーダー 16局 4TB
　N-R516-8 ： ネットワークレコーダー 16局 8TB
　N-R532-8 ： ネットワークレコーダー 32局 8TB
　N-R532-12： ネットワークレコーダー 32局 12TB
　N-R532-16： ネットワークレコーダー 32局 16TB
　N-RV5-U  ： リモートビューアーユニット
【対象ロット】
　N-R516-4　B00： 21J4001095T ～ 21J4001134T
                  21K4001135T ～ 21K4001138T
            　　　               21K4001143T
（うち21J4001097T、21J4001111T、21J4001120Tの3台は蟻カード/修理対応で除外）

　N-R516-8　B00： 21J4000255T、21J4000256T、21J4000259T、
                  21K4000260T ～ 21K4000263T
                  21K4000265T ～ 21K4000267T

　N-R532-8  B00： 21J4000687T ～ 21J4000716T　
（うち21J4000714Tの1台は修理対応で除外）

　N-R532-12 B00： 21J4000171T ～ 21J4000171T　

　N-R532-16 B00： 21J4000078T ～ 21J4000081T

　N-RV5-U   B00： 21J4000697U ～ 21J4000721U
                  21K4000722U ～ 21K4000740U
（うち21J4000699U、21J4000704U、21J4000712U、21J4000715U、21J4000716U、
   21K4000726U、21K4000731U、21K4000733U、21K4000738U、21K4000739Uの
 10台は蟻カード/修理対応で除外）

【症状】
　主電源スイッチをONしても電源表示灯が点滅を繰り返して起動しない。映像も出力されない。

【発生原因】
　電源投入時に、マザーボード内の回路を動作させる+5V電源ラインに意図せぬドロップが発生し起動しない場合があるため。

【対策】

　マザーボードを対策品に交換する。（サービスパーツの現在庫は全て対策品に入れ替わり済）

【処置・対応】
　症状が発生した際に、マザーボードの交換対応を行う。
　※ 交換後のマザーボードは全てＴＯＡ株式会社 宝塚事業所
     品質保証室品質保証課（石原さん）まで返送してください。

【交換部品】
　部品番号：100-03-00135-04 / 部品名：MOTHERBOARD AIMB-275G2TOA　

【修理条件】
　納入後、原則3年未満は無償修理とする。
　納入から3年以上経ったものは有償修理とする。

【伝票処理】
　得意先コード：196407
　特記２　　　：QC22NR1
　特記コード　：C2202
　用途目的　　：N-R516-4,N-R516-8,N-R532-8,N-R532-12,N-R532-16,N-RV5-U 電源投入時に正常に起動しない"
N-R516,Windows起動時の日時補正,"Windowsは最後に記憶した日時か、BIOS日時のどちらか未来の方を信用する仕様のようです。N-R516-4で、日付が2080年と未来の数字になった際に対象した事案です。

https://learn.microsoft.com/ja-jp/troubleshoot/windows-client/shell-experience/changes-calendar-date-in-bios-not-reflected

BIOS でのカレンダー日付の変更は Windows に反映されません
[アーティクル]
2025/01/15
3 人の共同作成者
この記事の内容
現象
原因
解決方法
詳細
この記事では、BIOS のカレンダー日付の変更が Windows に反映されない問題を解決します。

元の KB 番号: 2792897

現象
以下のシナリオについて考えてみます。

Windows 8 以降のバージョンまたは Windows Server 2012 以降のバージョンを実行するコンピューターがある。
コンピューター BIOS では、カレンダーの日付を、Windows に表示される日付より前の値に変更します。
変更を保存し、Windows を再起動します
このシナリオでは、Windows の日付設定には、BIOS でカレンダーの日付に加えた変更は反映されません。

原因
この動作は仕様です。 Windows では、時間が後方に移動しないという事実が考慮されます。 また、ノート PC またはノートブック デバイス上の BIOS は、バッテリーが故障または停止している場合に、Windows の日付より前の日付を報告する場合があります。 このような場合、BIOS の日付と時刻は信頼できません。

解決方法
コンピューターでカレンダーの日付を変更する必要がある場合は、BIOS で日付を変更するのではなく、Windows の設定を使用して変更を行います。 この変更は、複数の再起動に反映されます。

詳細
この動作は、Windows 8 および Windows Server 2012 の新機能です。 また、この動作は、新しい日付が Windows によって報告される日付より後の場合、BIOS のカレンダー日付の変更には影響しません。"
